filename	source_url	viewer_url	viewer_page	printed_page_or_signature	volume_year	capture_date	uncertainties
bsb11762465_00835_Lehrer-next.jpg	https://api.digitale-sammlungen.de/iiif/image/v2/bsb11762465_00835/full/full/0/default.jpg	https://www.digitale-sammlungen.de/de/view/bsb11762465?page=835	835	Ddd 4 (signature, recto)	1596	2026-09-17	Context page following the Lehrer entry (Lehrhafftig, Lehrnung, Lehrung). Included for completeness of the following headwords.
bsb11762465_01153_body-end-Syrup.jpg	https://api.digitale-sammlungen.de/iiif/image/v2/bsb11762465_01153/full/full/0/default.jpg	https://www.digitale-sammlungen.de/de/view/bsb11762465?page=1153	1153	none printed (no signature or catchword in lower margin)	1596	2026-09-17	Last text page of the volume: running heads "Su | Su", last headword "Syrup.", closing formula "Deo sit laus & gloria, qui nos perduxit ad finem huius laboris.", Staats-Bibliothek Bamberg stamp. Scans 1154-1158 carry no OCR text and were not inspected as images. Included as evidence for the S end of the A-S span.
bsb10314207_00001_title.jpg	https://api.digitale-sammlungen.de/iiif/image/v2/bsb10314207_00001/full/full/0/default.jpg	https://www.digitale-sammlungen.de/en/view/bsb10314207?page=1	1	none printed (title leaf Aaaa1 recto; signature not printed on title pages)	1595	2026-09-17	Title page. Transcribes as: "Syluae Quinquelinguis VOCABVLORVM ET PHRASIVM, CVM SOLVTAE, TVM LIGATAE ORATIONIS ... Partis I. Pars II." Imprint: FRANCOFVRTI, Ex Officina Paltheniana, Sumtibus NICOLAI BASSAEI, clo lo XCV (=1595). Title page does not itself state the T-Z range; the range is established by p.2 and by the text.
bsb10314207_00002_imprint-preface.jpg	https://api.digitale-sammlungen.de/iiif/image/v2/bsb10314207_00002/full/full/0/default.jpg	https://www.digitale-sammlungen.de/en/view/bsb10314207?page=2	2	none printed (Aaaa1 verso)	1595	2026-09-17	Verso of title: "PALTHENIVS LECTORI", the printer's note stating he chose to begin a new part "hac ipsa litera T" and calling this volume "hanc primae partis partem secundam". Load-bearing for the division claim. One Greek word in line 1 is rubbed and read only tentatively as hypothesin.
bsb10314207_00003_T-division-start.jpg	https://api.digitale-sammlungen.de/iiif/image/v2/bsb10314207_00003/full/full/0/default.jpg	https://www.digitale-sammlungen.de/en/view/bsb10314207?page=3	3	Aaaa 2	1595	2026-09-17	First text page of the T division: large "T." then first headword "Tach.". Confirms the volume opens at T. Signature "Aaaa 2" legible at foot of right column.
bsb10314207_00104_Vnterweiser-context-prev.jpg	https://api.digitale-sammlungen.de/iiif/image/v2/bsb10314207_00104/full/full/0/default.jpg	https://www.digitale-sammlungen.de/en/view/bsb10314207?page=104	104	none printed (Gggg4 verso)	1595	2026-09-17	Context page preceding the Vnterweiser entry; the Vnterweiser entry does NOT begin here. Included to show the entry is not a continuation.
bsb10314207_00105_Vnterweiser.jpg	https://api.digitale-sammlungen.de/iiif/image/v2/bsb10314207_00105/full/full/0/default.jpg	https://www.digitale-sammlungen.de/en/view/bsb10314207?page=105	105	Gggg 5	1595	2026-09-17	Vnterweiser entry begins at the foot of the LEFT column and ends at the top of the RIGHT column ("Graec. didaskal-, paideutes ... Vide Lehrmeister."). Entry is complete on this one page. Preceding headword: Vnterweisen. Following headword: Vnterweisung. Headword printed with initial V in blackletter and long-s (Vnterweiser); running head "Vn"; U and V are merged in this dictionary under V. Hebrew glosses are printed: first word read as m-l-b-d with transliteration "melabbed" (third letter could be bet or mem at this resolution - LEFT UNCERTAIN, not transcribed here), second as moreh with a supralinear point. Not transcribed into any lexicon file per instruction.
bsb10314207_00106_Vnterweiser-context-next.jpg	https://api.digitale-sammlungen.de/iiif/image/v2/bsb10314207_00106/full/full/0/default.jpg	https://www.digitale-sammlungen.de/en/view/bsb10314207?page=106	106	none printed (Gggg5 verso)	1595	2026-09-17	Context page following; carries no part of the Vnterweiser entry. Included to confirm the entry does not continue.
bsb10314207_00149_Wachs-context-prev.jpg	https://api.digitale-sammlungen.de/iiif/image/v2/bsb10314207_00149/full/full/0/default.jpg	https://www.digitale-sammlungen.de/en/view/bsb10314207?page=149	149	Kkkk 3	1595	2026-09-17	Context page preceding the Wachs entry; Wachs does not begin here.
bsb10314207_00150_Wachs.jpg	https://api.digitale-sammlungen.de/iiif/image/v2/bsb10314207_00150/full/full/0/default.jpg	https://www.digitale-sammlungen.de/en/view/bsb10314207?page=150	150	none printed (Kkkk3 verso)	1595	2026-09-17	Letter W opens on this page (right column: "W." then "Wachen."). The Wachs entry BEGINS in the right column, foot of page, and runs over the page break - catchword at foot right reads "milto" (Greek). Preceding headword: Wachendt/oder Nachtwache. Running heads: left "Vr", right "Wa".
bsb10314207_00151_Wachs-cont.jpg	https://api.digitale-sammlungen.de/iiif/image/v2/bsb10314207_00151/full/full/0/default.jpg	https://www.digitale-sammlungen.de/en/view/bsb10314207?page=151	151	Kkkk 4	1595	2026-09-17	Continuation and END of the Wachs entry: left column top continues the Cera glosses and the POETICE Cera block, ending at "Quae liquefacta remittitur aestu."; the next headword "Wachsen." is visible immediately below, so the entry boundary is captured. Signature "Kkkk 4" legible.
bsb10314207_00152_Wachs-context-next.jpg	https://api.digitale-sammlungen.de/iiif/image/v2/bsb10314207_00152/full/full/0/default.jpg	https://www.digitale-sammlungen.de/en/view/bsb10314207?page=152	152	none printed (Kkkk4 verso)	1595	2026-09-17	Context page following the Wachs entry.
bsb10314207_00158_Warsager-context-prev.jpg	https://api.digitale-sammlungen.de/iiif/image/v2/bsb10314207_00158/full/full/0/default.jpg	https://www.digitale-sammlungen.de/en/view/bsb10314207?page=158	158	none printed (Kkkk7 verso)	1595	2026-09-17	Context page preceding the Warsager entry; Warsager does not begin here.
bsb10314207_00159_Warsager.jpg	https://api.digitale-sammlungen.de/iiif/image/v2/bsb10314207_00159/full/full/0/default.jpg	https://www.digitale-sammlungen.de/en/view/bsb10314207?page=159	159	none printed (Kkkk8 recto; outer half-sheet leaf, not signed)	1595	2026-09-17	Warsager entry is complete within the LEFT column of this page, including its POETICE Augur block. The next headword "Warsagung." is visible at the foot of the same column, so the entry boundary is captured on this page; Warsagung then continues into the right column. Preceding headword: Warlich. Further headwords on this page: Warnen/oder vermahnen, Warte/Schawhauss, Warten/vide Harren. Headword printed Warsager with long-s. No printed signature and no catchword visible at the foot of this page.
bsb10314207_00160_Wasser.jpg	https://api.digitale-sammlungen.de/iiif/image/v2/bsb10314207_00160/full/full/0/default.jpg	https://www.digitale-sammlungen.de/en/view/bsb10314207?page=160	160	none printed (Kkkk8 verso)	1595	2026-09-17	Wasser entry BEGINS in the left column (mid-page) and runs through the right column into the POETICE Fluuius and Aqua blocks; it continues over the page break - catchword at foot right reads "Quae". Preceding headwords on this page: Wartze, then Warumb. Running heads "Wa"/"Wa". Headword printed Wasser with two long-s.
bsb10314207_00161_Wasser-cont.jpg	https://api.digitale-sammlungen.de/iiif/image/v2/bsb10314207_00161/full/full/0/default.jpg	https://www.digitale-sammlungen.de/en/view/bsb10314207?page=161	161	Llll	1595	2026-09-17	Continuation and END of the Wasser entry: POETICE Vnda and Flumen blocks in the left column, continuing into the right column and ending at "Occupans arma caua amplexu."; the next headword "Wasser auss dem Brunn schoepffen oder ziehen." is visible immediately below, so the entry boundary is captured. Signature reads as four letters "Llll" (quire signature, leaf 1, no numeral); at this resolution L-l-l-l could be misread as LIII.
bsb10314207_00162_Wasser-context-next.jpg	https://api.digitale-sammlungen.de/iiif/image/v2/bsb10314207_00162/full/full/0/default.jpg	https://www.digitale-sammlungen.de/en/view/bsb10314207?page=162	162	none printed (Llll1 verso)	1595	2026-09-17	Context page following, carrying further Wasser- compounds (Wasserkrug, Wasserfluss, Wasserfurt, Wasserkolch, Wassermuele and others). Not part of the simple Wasser entry.
bsb10314207_00163_Wasser-context-next2.jpg	https://api.digitale-sammlungen.de/iiif/image/v2/bsb10314207_00163/full/full/0/default.jpg	https://www.digitale-sammlungen.de/en/view/bsb10314207?page=163	163	Llll 2	1595	2026-09-17	Context page carrying the end of the Wasser- compound run (Wassersucht, Wassersuechtig, "Wasser vnter der Erde ..."); the Wa block ends on this page and We begins on the next scan. Signature "Llll 2".
